Order_ID,Agent_Age,Agent_Rating,Store_Latitude,Store_Longitude,Drop_Latitude,Drop_Longitude,Order_Date,Order_Time,Pickup_Time,Weather,Traffic,Vehicle,Area,Delivery_Time,Category,Avg_Delivery,Ghost_Risk
wshg209675312,25,4.1,10.035573,76.336958,10.055573,76.356958,2022-02-17,10:15:00,10:25:00,Sandstorms,Low ,motorcycle ,Metropolitian ,85,Kitchen,124.90564484784746,Medium Risk
qmkl408407766,39,3.7,17.440827,78.393391,17.570827,78.523391,2022-03-23,22:45:00,22:50:00,Fog,Low ,van,Urban ,32,Grocery,124.90564484784746,Medium Risk
ixia421988887,20,4.0,26.479108,80.315042,26.609108,80.445042,2022-02-18,17:15:00,17:20:00,Fog,Medium ,scooter ,Metropolitian ,39,Grocery,124.90564484784746,Medium Risk
aakd221790790,39,4.1,22.311358,73.164798,22.371358,73.224798,2022-03-19,17:55:00,18:10:00,Stormy,Medium ,motorcycle ,Metropolitian ,34,Grocery,124.90564484784746,Medium Risk
qzxk746001255,31,3.8,22.32,73.17,22.4,73.25,2022-03-08,19:25:00,19:40:00,Sunny,Jam ,motorcycle ,Metropolitian ,33,Grocery,124.90564484784746,Medium Risk
uoxz054311014,30,4.1,18.51421,73.838429,18.62421,73.948429,2022-03-18,21:50:00,22:00:00,Sunny,Jam ,motorcycle ,Metropolitian ,34,Grocery,124.90564484784746,Medium Risk
nkws225019657,30,4.3,0.0,0.0,0.13,0.13,2022-03-20,19:25:00,19:35:00,Stormy,Jam ,motorcycle ,Metropolitian ,35,Grocery,124.90564484784746,Medium Risk
vqmq472373240,25,4.0,26.90519,75.810753,26.92519,75.830753,2022-03-21,09:55:00,10:00:00,Windy,Low ,motorcycle ,Metropolitian ,75,Jewelry,124.90564484784746,Medium Risk
qfli352870574,36,3.6,17.41233,78.449654,17.48233,78.519654,2022-03-10,20:25:00,20:35:00,Sandstorms,Jam ,motorcycle ,Metropolitian ,34,Grocery,124.90564484784746,Medium Risk
rngp169388035,35,4.2,30.893081,75.821495,30.973081,75.901495,2022-02-14,18:30:00,18:40:00,Cloudy,Medium ,motorcycle ,Metropolitian ,31,Grocery,124.90564484784746,Medium Risk
vahw418861866,23,4.0,26.913483,75.803139,26.923483,75.813139,2022-03-17,08:40:00,08:55:00,Sandstorms,Low ,motorcycle ,Urban ,22,Grocery,124.90564484784746,Medium Risk
lucp829320946,29,4.3,12.3085,76.665808,12.3385,76.695808,2022-03-13,23:25:00,23:30:00,Sandstorms,Low ,motorcycle ,Urban ,85,Outdoors,124.90564484784746,Medium Risk
wrok186748461,23,4.4,23.355164,85.324097,23.375164,85.344097,2022-04-03,09:20:00,09:30:00,Sandstorms,Low ,motorcycle ,Metropolitian ,85,Toys,124.90564484784746,Medium Risk
ryya833292923,20,4.3,27.160832,78.011608,27.170832,78.021608,2022-02-13,08:30:00,08:45:00,Stormy,Low ,motorcycle ,Metropolitian ,20,Grocery,124.90564484784746,Medium Risk
ingg662452844,26,4.1,13.029198,77.570997,13.049198,77.590997,2022-04-01,08:45:00,08:50:00,Windy,Low ,motorcycle ,Metropolitian ,75,Skincare,124.90564484784746,Medium Risk
barl971032122,32,4.1,12.981615,80.231598,13.091615,80.341598,2022-03-04,19:10:00,19:15:00,Sandstorms,Jam ,motorcycle ,Metropolitian ,38,Grocery,124.90564484784746,Medium Risk
lubn866837367,25,4.1,26.90519,75.810753,26.93519,75.840753,2022-03-26,21:55:00,22:10:00,Sandstorms,Jam ,motorcycle ,Metropolitian ,34,Grocery,124.90564484784746,Medium Risk
tmxd519767969,30,4.4,23.416792,85.316842,23.486792,85.386842,2022-03-25,21:20:00,21:30:00,Windy,Jam ,motorcycle ,Urban ,42,Grocery,124.90564484784746,Medium Risk
qfdp615307771,33,4.0,12.325461,76.632278,12.375461,76.682278,2022-04-03,19:15:00,19:30:00,Sandstorms,Jam ,motorcycle ,Metropolitian ,31,Grocery,124.90564484784746,Medium Risk
iiet162686496,22,4.2,18.539299,73.897902,18.549299,73.907902,2022-03-11,09:45:00,09:55:00,Windy,Low ,motorcycle ,Metropolitian ,85,Electronics,124.90564484784746,Medium Risk
tufv207051044,30,4.0,22.515082,88.36783,22.575082,88.42783,2022-02-11,17:10:00,17:25:00,Fog,Medium ,motorcycle ,Metropolitian ,33,Grocery,124.90564484784746,Medium Risk
rbgt126545378,30,4.4,12.949934,77.699386,13.059934,77.809386,2022-03-31,19:15:00,19:20:00,Windy,Jam ,motorcycle ,Urban ,35,Grocery,124.90564484784746,Medium Risk
ahkl973908246,35,4.1,19.22384,72.841347,19.31384,72.931347,2022-03-27,23:25:00,23:40:00,Fog,Low ,motorcycle ,Urban ,39,Grocery,124.90564484784746,Medium Risk
ldgk878605824,36,4.0,18.994049,72.825203,19.124049,72.955203,2022-03-12,18:45:00,18:50:00,Cloudy,Medium ,motorcycle ,Metropolitian ,37,Grocery,124.90564484784746,Medium Risk
ohuk643122582,39,4.0,11.016298,76.972076,11.126298,77.082076,2022-03-10,21:20:00,21:30:00,Sunny,Jam ,motorcycle ,Metropolitian ,42,Grocery,124.90564484784746,Medium Risk
eamo992761731,26,4.1,22.311844,73.165081,22.321844,73.175081,2022-03-17,10:35:00,10:50:00,Windy,Low ,motorcycle ,Metropolitian ,29,Grocery,124.90564484784746,Medium Risk
ofjm616798230,26,4.3,12.337978,76.616792,12.447978,76.726792,2022-03-12,18:35:00,18:40:00,Fog,Medium ,van,Metropolitian ,33,Grocery,124.90564484784746,Medium Risk
zksd720112225,36,4.1,12.337978,76.616792,12.417978,76.696792,2022-03-20,21:35:00,21:40:00,Cloudy,Jam ,van,Metropolitian ,43,Grocery,124.90564484784746,Medium Risk
spgs849458466,39,4.0,19.876219,75.346017,19.986219,75.456017,2022-02-16,21:00:00,21:05:00,Cloudy,Jam ,motorcycle ,Urban ,39,Grocery,124.90564484784746,Medium Risk
ulli785835550,21,4.4,19.120083,72.907385,19.170083,72.957385,2022-03-28,19:25:00,19:35:00,Windy,Jam ,motorcycle ,Metropolitian ,36,Grocery,124.90564484784746,Medium Risk
vpts208424071,24,3.9,30.893384,75.821202,30.923384,75.851202,2022-02-17,21:15:00,21:25:00,Sunny,Jam ,motorcycle ,Metropolitian ,40,Grocery,124.90564484784746,Medium Risk
eupr494962428,28,4.2,19.876428,75.364792,19.986428,75.474792,2022-02-16,17:35:00,17:40:00,Stormy,Medium ,motorcycle ,Metropolitian ,38,Grocery,124.90564484784746,Medium Risk
eysc169235735,37,3.7,19.120083,72.907385,19.200083,72.987385,2022-03-08,19:10:00,19:25:00,Sandstorms,Jam ,scooter ,Metropolitian ,33,Grocery,124.90564484784746,Medium Risk
ufvj327407103,22,4.2,12.934179,77.615797,12.944179,77.625797,2022-03-11,08:35:00,08:45:00,Windy,Low ,motorcycle ,Other,75,Kitchen,124.90564484784746,Medium Risk
ytlh346393018,30,4.1,9.970717,76.285447,10.060717,76.375447,2022-02-14,21:20:00,21:35:00,Fog,Jam ,scooter ,Metropolitian ,47,Grocery,124.90564484784746,Medium Risk
nigy662516335,25,4.0,23.233219,77.433571,23.243219,77.443571,2022-02-11,08:30:00,08:35:00,Stormy,Low ,motorcycle ,Metropolitian ,80,Kitchen,124.90564484784746,Medium Risk
juyq863788749,28,4.2,23.39925,85.390464,23.40925,85.400464,2022-03-28,08:30:00,08:45:00,Sandstorms,Low ,motorcycle ,Metropolitian ,80,Snacks,124.90564484784746,Medium Risk
tmzp926684659,28,4.0,17.428294,78.404423,17.508294,78.484423,2022-03-25,20:30:00,20:45:00,Stormy,Jam ,motorcycle ,Metropolitian ,32,Grocery,124.90564484784746,Medium Risk
wrsu169527134,39,4.1,0.0,0.0,0.07,0.07,2022-03-10,19:35:00,19:45:00,Stormy,Jam ,scooter ,Metropolitian ,43,Grocery,124.90564484784746,Medium Risk
qiix331826049,30,4.2,22.744648,75.894377,22.834648,75.984377,2022-03-04,18:55:00,19:00:00,Cloudy,Medium ,scooter ,Metropolitian ,40,Grocery,124.90564484784746,Medium Risk
kcku702290706,30,4.3,17.440827,78.393391,17.450827,78.403391,2022-03-01,08:30:00,08:45:00,Windy,Low ,motorcycle ,Urban ,22,Grocery,124.90564484784746,Medium Risk
hdfp873360113,33,3.9,26.913726,75.75282,27.043726,75.88282,2022-03-04,21:30:00,21:35:00,Sandstorms,Jam ,scooter ,Metropolitian ,44,Grocery,124.90564484784746,Medium Risk
ylez272133561,31,4.0,19.221315,72.862381,19.281315,72.922381,2022-03-03,19:10:00,19:20:00,Sandstorms,Jam ,motorcycle ,Metropolitian ,33,Grocery,124.90564484784746,Medium Risk
mlne720701575,31,4.3,18.994237,72.825553,19.064237,72.895553,2022-03-06,20:55:00,21:00:00,Stormy,Jam ,scooter ,Metropolitian ,32,Grocery,124.90564484784746,Medium Risk
mhds970348694,21,4.1,17.438263,78.397865,17.508263,78.467865,2022-03-12,18:10:00,18:15:00,Windy,Medium ,motorcycle ,Metropolitian ,37,Grocery,124.90564484784746,Medium Risk
vgzw193823971,22,2.8,26.905287,75.794592,26.995287,75.884592,2022-03-25,22:10:00,22:25:00,Sunny,Low ,van,Metropolitian ,37,Grocery,124.90564484784746,Medium Risk
oakr436162667,26,3.9,19.065838,72.832658,19.115838,72.882658,2022-03-28,21:55:00,22:00:00,Sunny,Jam ,motorcycle ,Urban ,40,Grocery,124.90564484784746,Medium Risk
asks545267112,25,4.3,23.359407,85.325055,23.449407,85.415055,2022-04-04,20:40:00,20:50:00,Windy,Jam ,motorcycle ,Metropolitian ,36,Grocery,124.90564484784746,Medium Risk
xojz548861983,24,4.3,15.49395,73.827423,15.60395,73.937423,2022-02-16,21:20:00,21:35:00,Fog,Jam ,motorcycle ,Metropolitian ,33,Grocery,124.90564484784746,Medium Risk
xiov138698710,27,4.0,0.0,0.0,0.03,0.03,2022-04-03,22:30:00,22:40:00,Stormy,Low ,motorcycle ,Metropolitian ,75,Books,124.90564484784746,Medium Risk
lppt945837701,24,4.2,13.064181,80.236442,13.124181,80.296442,2022-04-03,23:20:00,23:30:00,Windy,Low ,motorcycle ,Urban ,75,Kitchen,124.90564484784746,Medium Risk
xbtj709639146,20,4.2,26.956431,75.776649,26.976431,75.796649,2022-03-13,11:00:00,11:15:00,Stormy,Low ,motorcycle ,Metropolitian ,85,Cosmetics,124.90564484784746,Medium Risk
ibzz633425637,24,4.2,12.352058,76.60665,12.402058,76.65665,2022-03-09,23:20:00,23:25:00,Stormy,Low ,motorcycle ,Metropolitian ,85,Sports,124.90564484784746,Medium Risk
qtnx136677971,38,4.2,19.003517,72.82765,19.073517,72.89765,2022-03-04,20:30:00,20:45:00,Sunny,Jam ,motorcycle ,Metropolitian ,34,Grocery,124.90564484784746,Medium Risk
qknx445133757,15,1.0,-13.02978,-80.208812,13.13978,80.318812,2022-03-31,NaN ,22:40:00,Unknown,NaN ,van,Urban ,75,Outdoors,124.90564484784746,Medium Risk
mzss951222515,38,4.0,13.029198,77.570997,13.069198,77.610997,2022-04-03,15:55:00,16:00:00,Stormy,Medium ,motorcycle ,Metropolitian ,39,Grocery,124.90564484784746,Medium Risk
rgwl330049489,23,4.3,18.536562,73.896485,18.556562,73.916485,2022-03-11,09:50:00,10:05:00,Sandstorms,Low ,motorcycle ,Urban ,75,Pet Supplies,124.90564484784746,Medium Risk
qjje085440771,37,4.4,26.90294,75.793007,26.95294,75.843007,2022-04-03,23:50:00,00:00:00,Sandstorms,Low ,motorcycle ,Metropolitian ,25,Grocery,124.90564484784746,Medium Risk
jsgn762825386,26,4.0,22.552996,88.35231,22.642996,88.44231,2022-02-12,20:25:00,20:30:00,Windy,Jam ,motorcycle ,Metropolitian ,37,Grocery,124.90564484784746,Medium Risk
zszo625922852,33,3.7,12.949934,77.699386,13.029934,77.779386,2022-03-14,21:45:00,22:00:00,Sunny,Jam ,scooter ,Metropolitian ,33,Grocery,124.90564484784746,Medium Risk
tfuh938953314,38,4.4,12.3085,76.665808,12.3185,76.675808,2022-03-17,11:10:00,11:25:00,Windy,High ,scooter ,Metropolitian ,33,Grocery,124.90564484784746,Medium Risk
jann667740581,25,4.3,18.530963,73.828972,18.550963,73.848972,2022-03-07,09:00:00,09:15:00,Sandstorms,Low ,motorcycle ,Metropolitian ,80,Kitchen,124.90564484784746,Medium Risk
guta159966116,22,4.3,0.0,0.0,0.04,0.04,2022-02-13,14:50:00,15:00:00,Sunny,High ,motorcycle ,Metropolitian ,54,Grocery,124.90564484784746,Medium Risk
jgqs534858068,31,4.1,22.310329,73.169083,22.370329,73.229083,2022-03-17,19:20:00,19:30:00,Windy,Jam ,motorcycle ,Metropolitian ,34,Grocery,124.90564484784746,Medium Risk
apyt524088622,27,4.4,21.173343,72.792731,21.223343,72.842731,2022-03-07,19:45:00,19:55:00,Sunny,Jam ,motorcycle ,Urban ,54,Grocery,124.90564484784746,Medium Risk
defu521049833,39,4.1,12.352058,76.60665,12.432058,76.68665,2022-03-14,18:10:00,18:15:00,Cloudy,Medium ,motorcycle ,Urban ,35,Grocery,124.90564484784746,Medium Risk
hbpo913627131,29,4.0,22.751857,75.866699,22.801857,75.916699,2022-03-17,23:35:00,23:45:00,Windy,Low ,motorcycle ,Metropolitian ,75,Electronics,124.90564484784746,Medium Risk
fmzj335484376,39,4.1,17.422819,78.449578,17.442819,78.469578,2022-04-05,11:55:00,12:00:00,Windy,High ,motorcycle ,Metropolitian ,33,Grocery,124.90564484784746,Medium Risk
ocmy103116888,34,3.5,11.001852,76.976268,11.131852,77.106268,2022-03-10,17:35:00,17:50:00,Windy,Medium ,scooter ,Metropolitian ,33,Grocery,124.90564484784746,Medium Risk
gabm563635276,23,4.2,-9.960846,76.293936,10.050846,76.383936,2022-02-18,20:35:00,20:50:00,Cloudy,Jam ,motorcycle ,Metropolitian ,42,Grocery,124.90564484784746,Medium Risk
oaai287655759,36,4.3,10.027014,76.308053,10.067014,76.348053,2022-02-11,12:20:00,12:30:00,Stormy,High ,scooter ,Metropolitian ,34,Grocery,124.90564484784746,Medium Risk
kkgc246487564,35,4.0,12.337928,76.617889,12.347928,76.627889,2022-03-26,11:50:00,11:55:00,Cloudy,High ,van,Metropolitian ,36,Grocery,124.90564484784746,Medium Risk
luzt969374797,32,4.0,22.745536,75.893106,22.815536,75.963106,2022-04-06,21:55:00,22:00:00,Fog,Jam ,motorcycle ,Metropolitian ,45,Grocery,124.90564484784746,Medium Risk
nklg083365958,36,3.6,21.183434,72.814492,21.263434,72.894492,2022-03-06,21:30:00,21:40:00,Sandstorms,Jam ,motorcycle ,Metropolitian ,43,Grocery,124.90564484784746,Medium Risk
xlbh452210750,24,4.4,0.0,0.0,0.02,0.02,2022-04-01,09:10:00,09:20:00,Stormy,Low ,motorcycle ,Metropolitian ,21,Grocery,124.90564484784746,Medium Risk
iqem031702353,33,3.5,18.536718,73.830327,18.646718,73.940327,2022-03-14,18:25:00,18:40:00,Stormy,Medium ,motorcycle ,Metropolitian ,38,Grocery,124.90564484784746,Medium Risk
qqjj858145703,30,4.1,26.913987,75.752891,26.963987,75.802891,2022-03-19,21:25:00,21:40:00,Fog,Jam ,motorcycle ,Metropolitian ,34,Grocery,124.90564484784746,Medium Risk
mims817557843,25,4.4,11.006686,76.951736,11.016686,76.961736,2022-03-28,11:00:00,11:10:00,Sandstorms,Low ,motorcycle ,Urban ,85,Shoes,124.90564484784746,Medium Risk
guic956606651,35,4.4,22.310237,73.158921,22.360237,73.208921,2022-03-13,20:30:00,20:40:00,Sandstorms,Jam ,motorcycle ,Metropolitian ,41,Grocery,124.90564484784746,Medium Risk
nqjv688094267,29,4.1,17.428294,78.404423,17.558294,78.534423,2022-03-18,19:20:00,19:25:00,Sandstorms,Jam ,motorcycle ,Metropolitian ,37,Grocery,124.90564484784746,Medium Risk
npqj207192764,22,4.1,25.449659,81.839744,25.459659,81.849744,2022-02-11,09:45:00,09:50:00,Windy,Low ,motorcycle ,Metropolitian ,16,Grocery,124.90564484784746,Medium Risk
srfk293042837,27,4.0,21.157729,72.768726,21.177729,72.788726,2022-03-07,08:20:00,08:30:00,Stormy,Low ,motorcycle ,Urban ,80,Jewelry,124.90564484784746,Medium Risk
dhgn948597395,23,4.1,12.310972,76.659264,12.340972,76.689264,2022-03-07,23:35:00,23:40:00,Sandstorms,Low ,motorcycle ,Metropolitian ,75,Skincare,124.90564484784746,Medium Risk
vmxy496418007,37,4.3,0.0,0.0,0.06,0.06,2022-03-09,21:35:00,21:45:00,Windy,Jam ,motorcycle ,Metropolitian ,31,Grocery,124.90564484784746,Medium Risk
tuke345891459,29,4.3,21.170096,72.789122,21.260096,72.879122,2022-04-04,19:25:00,19:35:00,Windy,Jam ,motorcycle ,Metropolitian ,32,Grocery,124.90564484784746,Medium Risk
klfh411192994,28,4.4,19.1093,72.825451,19.1193,72.835451,2022-03-17,09:00:00,09:15:00,Windy,Low ,motorcycle ,Metropolitian ,80,Shoes,124.90564484784746,Medium Risk
hxto383609464,37,4.0,22.310329,73.169083,22.400329,73.259083,2022-03-16,18:25:00,18:35:00,Stormy,Medium ,motorcycle ,Urban ,31,Grocery,124.90564484784746,Medium Risk
hbji801630618,35,3.5,12.949934,77.699386,13.039934,77.789386,2022-04-04,22:50:00,23:00:00,Fog,Low ,scooter ,Metropolitian ,33,Grocery,124.90564484784746,Medium Risk
nvjx225715347,29,4.3,17.431477,78.40035,17.491477,78.46035,2022-04-03,23:30:00,23:45:00,Stormy,Low ,motorcycle ,Metropolitian ,80,Kitchen,124.90564484784746,Medium Risk
jexe946791291,26,4.4,21.175104,72.804342,21.255104,72.884342,2022-03-25,17:10:00,17:15:00,Fog,Medium ,van,Metropolitian ,37,Grocery,124.90564484784746,Medium Risk
xgsu938231866,37,4.1,23.357804,85.325146,23.427804,85.395146,2022-03-20,18:00:00,18:10:00,Cloudy,Medium ,scooter ,Metropolitian ,44,Grocery,124.90564484784746,Medium Risk
qqhd242728615,39,4.4,23.235123,77.398886,23.295123,77.458886,2022-02-15,18:10:00,18:15:00,Stormy,Medium ,motorcycle ,Metropolitian ,33,Grocery,124.90564484784746,Medium Risk
jimm600075793,35,4.3,26.474986,80.342796,26.514986,80.382796,2022-02-11,16:15:00,16:30:00,Sandstorms,Medium ,motorcycle ,Metropolitian ,33,Grocery,124.90564484784746,Medium Risk
ralo098896835,39,3.6,0.0,0.0,0.11,0.11,2022-03-14,20:40:00,20:50:00,Windy,Jam ,scooter ,Metropolitian ,42,Grocery,124.90564484784746,Medium Risk
jghy188164263,29,4.1,0.0,0.0,0.06,0.06,2022-02-11,23:15:00,23:25:00,Sandstorms,Low ,motorcycle ,Urban ,75,Pet Supplies,124.90564484784746,Medium Risk
cibf887459440,22,4.0,12.299524,76.64262,12.359524,76.70262,2022-03-19,23:40:00,23:45:00,Stormy,Low ,motorcycle ,Metropolitian ,24,Grocery,124.90564484784746,Medium Risk
segz427264582,37,3.9,0.0,0.0,0.07,0.07,2022-02-18,21:45:00,22:00:00,Stormy,Jam ,van,Metropolitian ,33,Grocery,124.90564484784746,Medium Risk
dkft561101384,32,4.3,26.910262,75.783013,27.020262,75.893013,2022-03-04,21:35:00,21:50:00,Sunny,Jam ,motorcycle ,Urban ,31,Grocery,124.90564484784746,Medium Risk
afkg347296635,20,4.0,23.333017,85.3172,23.393017,85.3772,2022-03-24,22:25:00,22:35:00,Windy,Low ,motorcycle ,Metropolitian ,75,Cosmetics,124.90564484784746,Medium Risk
qmwa864228770,30,3.5,22.551084,88.354127,22.631084,88.434127,2022-02-14,22:00:00,22:05:00,Sandstorms,Jam ,van,Metropolitian ,39,Grocery,124.90564484784746,Medium Risk
qmou654086722,36,4.4,21.173343,72.792731,21.233343,72.852731,2022-03-17,19:35:00,19:40:00,Sandstorms,Jam ,motorcycle ,Urban ,38,Grocery,124.90564484784746,Medium Risk
mpgy543267935,31,4.0,12.323194,76.630583,12.413194,76.720583,2022-03-25,19:50:00,20:05:00,Stormy,Jam ,motorcycle ,Metropolitian ,38,Grocery,124.90564484784746,Medium Risk
dnzb344081665,36,4.4,17.424114,78.347554,17.464114,78.387554,2022-03-05,14:20:00,14:30:00,Cloudy,High ,scooter ,Metropolitian ,31,Grocery,124.90564484784746,Medium Risk
jkqu285459093,36,4.3,21.160522,72.771477,21.250522,72.861477,2022-03-25,20:15:00,20:20:00,Windy,Jam ,motorcycle ,Metropolitian ,35,Grocery,124.90564484784746,Medium Risk
cwzs640499905,24,4.1,13.026279,80.174568,13.076279,80.224568,2022-03-13,22:10:00,22:20:00,Windy,Low ,motorcycle ,Other,85,Electronics,124.90564484784746,Medium Risk
nafj277327647,37,4.0,13.081878,80.248519,13.121878,80.288519,2022-03-11,14:35:00,14:40:00,Windy,High ,scooter ,Metropolitian ,33,Grocery,124.90564484784746,Medium Risk
ttyo041874997,34,3.6,18.546258,73.904337,18.616258,73.974337,2022-03-04,17:35:00,17:40:00,Windy,Medium ,motorcycle ,Metropolitian ,39,Grocery,124.90564484784746,Medium Risk
nvqc161722555,28,3.5,12.934365,77.616155,13.004365,77.686155,2022-04-06,23:55:00,00:05:00,Sunny,Low ,scooter ,Metropolitian ,31,Grocery,124.90564484784746,Medium Risk
ueoy162614767,36,4.1,12.914264,77.6784,12.954264,77.7184,2022-03-24,12:50:00,12:55:00,Cloudy,High ,motorcycle ,Metropolitian ,31,Grocery,124.90564484784746,Medium Risk
kaiw842074873,21,4.2,12.304569,76.643622,12.394569,76.733622,2022-03-04,17:10:00,17:20:00,Stormy,Medium ,motorcycle ,Metropolitian ,33,Grocery,124.90564484784746,Medium Risk
ekbn263526498,25,3.9,23.359033,85.325347,23.379033,85.345347,2022-03-13,11:50:00,12:00:00,Sunny,High ,motorcycle ,Urban ,43,Grocery,124.90564484784746,Medium Risk
jdre071498808,35,3.6,11.008638,76.984311,11.118638,77.094311,2022-03-31,19:10:00,19:25:00,Stormy,Jam ,motorcycle ,Other,35,Grocery,124.90564484784746,Medium Risk
sgyh516322484,32,3.5,17.451976,78.385883,17.521976,78.455883,2022-03-14,22:20:00,22:30:00,Sunny,Low ,motorcycle ,Other,31,Grocery,124.90564484784746,Medium Risk
auoz732027653,26,4.1,22.311603,73.165012,22.361603,73.215012,2022-03-13,23:15:00,23:20:00,Stormy,Low ,motorcycle ,Metropolitian ,85,Snacks,124.90564484784746,Medium Risk
hlsq345722031,33,4.3,26.913987,75.752891,27.023987,75.862891,2022-04-04,20:20:00,20:30:00,Windy,Jam ,motorcycle ,Metropolitian ,53,Grocery,124.90564484784746,Medium Risk
opvl779491085,29,4.3,23.374878,85.335739,23.484878,85.445739,2022-03-14,20:30:00,20:40:00,Cloudy,Jam ,van,Metropolitian ,35,Grocery,124.90564484784746,Medium Risk
wlqj852855884,24,4.1,23.351489,85.324253,23.371489,85.344253,2022-04-01,10:55:00,11:10:00,Sandstorms,Low ,motorcycle ,Other,80,Apparel,124.90564484784746,Medium Risk
fzbk743484054,26,4.1,13.064181,80.236442,13.144181,80.316442,2022-03-16,20:10:00,20:20:00,Sandstorms,Jam ,motorcycle ,Metropolitian ,32,Grocery,124.90564484784746,Medium Risk
zrfh781731182,24,4.2,17.429585,78.392621,17.519585,78.482621,2022-03-04,20:00:00,20:15:00,Cloudy,Jam ,motorcycle ,Metropolitian ,33,Grocery,124.90564484784746,Medium Risk
urhk936849494,22,4.2,22.310329,73.169083,22.370329,73.229083,2022-03-05,22:40:00,22:45:00,Sandstorms,Low ,motorcycle ,Metropolitian ,85,Home,124.90564484784746,Medium Risk
tfqx488423389,24,4.1,0.0,0.0,0.02,0.02,2022-02-11,08:55:00,09:05:00,Stormy,Low ,motorcycle ,Metropolitian ,75,Snacks,124.90564484784746,Medium Risk
oylc284080916,39,4.2,22.311358,73.164798,22.401358,73.254798,2022-04-06,19:45:00,20:00:00,Windy,Jam ,motorcycle ,Metropolitian ,43,Grocery,124.90564484784746,Medium Risk
riiz388410426,34,4.3,12.975377,77.696664,13.105377,77.826664,2022-03-23,21:30:00,21:45:00,Sandstorms,Jam ,scooter ,Metropolitian ,40,Grocery,124.90564484784746,Medium Risk
gdiw368994222,27,4.1,12.297954,76.665169,12.357954,76.725169,2022-03-15,22:30:00,22:35:00,Windy,Low ,motorcycle ,Metropolitian ,17,Grocery,124.90564484784746,Medium Risk
dfnv146732104,24,4.3,22.526461,88.364453,22.546461,88.384453,2022-02-11,10:30:00,10:40:00,Stormy,Low ,motorcycle ,Urban ,80,Snacks,124.90564484784746,Medium Risk
pvhb071810281,38,3.7,0.0,0.0,0.11,0.11,2022-02-12,20:20:00,20:35:00,Sandstorms,Jam ,van,Metropolitian ,44,Grocery,124.90564484784746,Medium Risk
kuvs796463424,23,4.0,0.0,0.0,0.06,0.06,2022-03-03,22:55:00,23:05:00,Stormy,Low ,motorcycle ,Metropolitian ,75,Clothing,124.90564484784746,Medium Risk
nhep632163514,37,4.3,0.0,0.0,0.02,0.02,2022-03-15,11:40:00,11:55:00,Fog,High ,motorcycle ,Metropolitian ,35,Grocery,124.90564484784746,Medium Risk
ppbs689497224,36,4.4,0.0,0.0,0.11,0.11,2022-03-10,18:40:00,18:45:00,Cloudy,Medium ,scooter ,Metropolitian ,44,Grocery,124.90564484784746,Medium Risk
ymge944702518,24,4.3,12.337928,76.617889,12.367928,76.647889,2022-04-01,22:30:00,22:35:00,Stormy,Low ,motorcycle ,Metropolitian ,27,Grocery,124.90564484784746,Medium Risk
rvpo548259072,30,4.4,30.873988,75.842739,30.943988,75.912739,2022-02-12,21:20:00,21:25:00,Sandstorms,Jam ,motorcycle ,Metropolitian ,40,Grocery,124.90564484784746,Medium Risk
eqtg940298682,36,4.0,11.026117,76.944652,11.076117,76.994652,2022-03-13,19:15:00,19:30:00,Sandstorms,Jam ,motorcycle ,Metropolitian ,42,Grocery,124.90564484784746,Medium Risk
qdtm319665845,29,4.3,19.879631,75.323403,19.899631,75.343403,2022-02-11,10:55:00,11:10:00,Stormy,Low ,motorcycle ,Urban ,85,Snacks,124.90564484784746,Medium Risk
gfyk766181745,34,4.2,0.0,0.0,0.07,0.07,2022-04-02,19:55:00,20:10:00,Sunny,Jam ,motorcycle ,Metropolitian ,36,Grocery,124.90564484784746,Medium Risk
fmri490411962,38,4.3,23.359194,85.325447,23.489194,85.455447,2022-03-18,18:20:00,18:30:00,Stormy,Medium ,motorcycle ,Metropolitian ,39,Grocery,124.90564484784746,Medium Risk
vekh508941225,22,4.4,21.17106,72.789292,21.18106,72.799292,2022-04-01,11:00:00,11:05:00,Stormy,Low ,motorcycle ,Metropolitian ,85,Sports,124.90564484784746,Medium Risk
poio311598157,27,4.2,11.008638,76.984311,11.018638,76.994311,2022-03-28,08:10:00,08:20:00,Stormy,Low ,motorcycle ,Metropolitian ,25,Grocery,124.90564484784746,Medium Risk
bedx521032648,37,4.3,22.32,73.17,22.43,73.28,2022-03-20,21:25:00,21:40:00,Fog,Jam ,scooter ,Metropolitian ,43,Grocery,124.90564484784746,Medium Risk
ckec549016440,27,4.3,12.975377,77.696664,12.985377,77.706664,2022-04-05,10:25:00,10:30:00,Sandstorms,Low ,motorcycle ,Metropolitian ,80,Toys,124.90564484784746,Medium Risk
higy090172464,32,3.8,26.914142,75.805704,27.054142,75.945704,2022-03-06,21:25:00,21:40:00,Stormy,Jam ,motorcycle ,Metropolitian ,38,Grocery,124.90564484784746,Medium Risk
szfh621492691,34,4.3,26.921411,75.793604,26.931411,75.803604,2022-03-30,08:10:00,08:15:00,Sandstorms,Low ,motorcycle ,Metropolitian ,34,Grocery,124.90564484784746,Medium Risk
xnsx567117147,37,3.9,23.374989,85.335486,23.444989,85.405486,2022-03-10,20:55:00,21:05:00,Stormy,Jam ,scooter ,Metropolitian ,40,Grocery,124.90564484784746,Medium Risk
